,ID_Num,Up1,Up2,Up3,Dow1,Dow2,Dow3,Sed1,Sed2,Sed3,Hil1,Hil2,Hil3,OTU_ID
ID_Num,76241.00000000001,-3150.7581151832483,-2533.2816753926704,-3123.020418848168,-3864.5560209424098,-4121.218324607326,-3540.952879581151,-3882.397905759161,-3061.0356020942413,-3095.885863874345,-3176.0863874345555,-3495.614136125656,-3372.2408376963353,76558.8989528796
Up1,-3150.7581151832483,1802.3555433854033,896.1241867291714,1643.4254572936945,1917.8718394707516,1958.2569410063809,889.9808144756723,1.2414729785974337,54.49725952375739,76.2805756971675,2056.6839383118986,3299.0300576135246,2805.850073386043,-3157.3393174001594
Up2,-2533.2816753926704,896.1241867291714,1141.3172336743478,1043.6851234419157,971.7352537843103,948.2963000284772,462.14758702271837,-26.413437315165762,4.645100659379185,6.690832219763833,1020.4277771692707,1586.2734298670289,1302.2591644942909,-2538.260421915048
Up3,-3123.020418848168,1643.4254572936945,1043.6851234419157,1679.1551830270123,1874.0736423579901,1906.5675228373018,862.1616552388878,7.820762776840649,40.73298648382222,63.08616399044889,1946.8052980350046,3207.760074700433,2638.760194089675,-3129.3783554951888
Dow1,-3864.5560209424098,1917.8718394707516,971.7352537843103,1874.0736423579901,4432.077833030307,3869.5860040745647,1578.2054634274557,44.73751889417075,77.67195338342584,114.4314355188504,2666.3847028412406,5314.842929746555,3919.258629980941,-3872.1033385178234
Dow2,-4121.218324607326,1958.2569410063809,948.2963000284772,1906.5675228373018,3869.5860040745647,4260.030181384057,1645.2969177857135,215.55511402221296,68.82948366886457,129.1827181318322,2657.924054196146,5318.761623474772,3918.1862844750217,-4129.447866327848
Dow3,-3540.952879581151,889.9808144756723,462.14758702271837,862.1616552388878,1578.2054634274557,1645.2969177857135,1529.8817060614683,334.1122697101795,142.76355232316178,183.44750596946278,1156.8444872834007,2010.4158776753056,1530.2415211724278,-3547.9720563429605
Sed1,-3882.397905759161,1.2414729785974337,-26.413437315165762,7.820762776840649,44.73751889417075,215.55511402221296,334.1122697101795,2736.4495607789827,893.1180266818536,898.6125873513125,9.52344629674255,74.19947424916217,2.341352494030526,-3890.211715481173
Sed2,-3061.0356020942413,54.49725952375739,4.645100659379185,40.73298648382222,77.67195338342584,68.82948366886457,142.76355232316178,893.1180266818536,1311.5664702403064,1343.591763236874,83.08105106355018,156.89558807421832,70.55198580472744,-3067.825869131854
Sed3,-3095.885863874345,76.2805756971675,6.690832219763833,63.08616399044889,114.4314355188504,129.1827181318322,183.44750596946278,898.6125873513125,1343.591763236874,1444.449573922759,118.48305329799133,231.4327389428029,117.78540603299079,-3102.3377883414755
Hil1,-3176.0863874345555,2056.6839383118986,1020.4277771692707,1946.8052980350046,2666.3847028412406,2657.924054196146,1156.8444872834007,9.52344629674255,83.08105106355018,118.48305329799133,2695.347651646258,4647.615359591676,3732.814841508036,-3182.4325582159495
Hil2,-3495.614136125656,3299.0300576135246,1586.2734298670289,3207.760074700433,5314.842929746555,5318.761623474772,2010.4158776753056,74.19947424916217,156.89558807421832,231.4327389428029,4647.615359591676,9663.72656903761,6943.506799710858,-3502.388105982607
Hil3,-3372.2408376963353,2805.850073386043,1302.2591644942909,2638.760194089675,3919.258629980941,3918.1862844750217,1530.2415211724278,2.341352494030526,70.55198580472744,117.78540603299079,3732.814841508036,6943.506799710858,5434.254423974208,-3378.691167385927
OTU_ID,76558.8989528796,-3157.3393174001594,-2538.260421915048,-3129.3783554951888,-3872.1033385178234,-4129.447866327848,-3547.9720563429605,-3890.211715481173,-3067.825869131854,-3102.3377883414755,-3182.4325582159495,-3502.388105982607,-3378.691167385927,76879.80841968062
