,ID_Num,Up1,Up2,Up3,Dow1,Dow2,Dow3,Sed1,Sed2,Sed3,Hil1,Hil2,Hil3,OTU_ID
ID_Num,1.0,0.09645720225998061,0.05865332668716548,0.10845137893318209,0.0634427314733149,0.08223207508951723,0.07456925327513753,0.06440071008214487,0.08805988772557442,0.11129598049620497,0.09293626452606968,0.09636177709701169,0.09261560874513684,1.0
Up1,0.09645720225998061,1.0,0.611566657099789,0.5902241807688865,0.07366424320198013,0.09430348664979703,0.14292267282305793,0.025487938577024475,0.04731115885790794,0.05088050100573295,0.6189458669498427,0.575806744149171,0.21244441473220227,0.09645720225998061
Up2,0.05865332668716548,0.611566657099789,1.0,0.6525784365467013,0.12502837040054757,0.14544819083274296,0.19230330204392443,0.02801438825412875,0.05410345646055326,0.058767489937584586,0.7041227403578678,0.6283247223452987,0.2954669803737868,0.05865332668716548
Up3,0.10845137893318209,0.5902241807688865,0.6525784365467013,1.0,0.2299187861956104,0.28501727750904937,0.31051154548623316,0.023601998274767482,0.04233882762569565,0.04030454064560042,0.915898895858987,0.8427345645474829,0.5418894650146608,0.10845137893318209
Dow1,0.0634427314733149,0.07366424320198013,0.12502837040054757,0.2299187861956104,1.0,0.7801494194108691,0.8143002867704686,0.02037081635731477,0.027460395033468202,0.027014628769719565,0.30382262205789967,0.3091465390847255,0.5208672809643297,0.0634427314733149
Dow2,0.08223207508951723,0.09430348664979703,0.14544819083274296,0.28501727750904937,0.7801494194108691,1.0,0.6834382394160796,0.02301980078311967,0.034599303845173665,0.03432673563187647,0.3378648597498347,0.3791217492353929,0.5157708773585367,0.08223207508951723
Dow3,0.07456925327513753,0.14292267282305793,0.19230330204392443,0.31051154548623316,0.8143002867704686,0.6834382394160796,1.0,0.02480315316752707,0.0375436961588447,0.037374992190535895,0.4025266208085016,0.48670584518255294,0.6288755558643728,0.07456925327513753
Sed1,0.06440071008214487,0.025487938577024475,0.02801438825412875,0.023601998274767482,0.02037081635731477,0.02301980078311967,0.02480315316752707,1.0,0.755587719881198,0.44830620421418976,0.024181265996763034,0.0248630601365482,0.024034652234089467,0.06440071008214487
Sed2,0.08805988772557442,0.04731115885790794,0.05410345646055326,0.04233882762569565,0.027460395033468202,0.034599303845173665,0.0375436961588447,0.755587719881198,1.0,0.8399866189760354,0.04512889192222052,0.04592191990201779,0.036342408483137675,0.08805988772557442
Sed3,0.11129598049620497,0.05088050100573295,0.058767489937584586,0.04030454064560042,0.027014628769719565,0.03432673563187647,0.037374992190535895,0.44830620421418976,0.8399866189760354,1.0,0.04526960634798268,0.04478682733888375,0.030074831221260492,0.11129598049620497
Hil1,0.09293626452606968,0.6189458669498427,0.7041227403578678,0.915898895858987,0.30382262205789967,0.3378648597498347,0.4025266208085016,0.024181265996763034,0.04512889192222052,0.04526960634798268,1.0,0.914760132337744,0.56707741210526,0.09293626452606968
Hil2,0.09636177709701169,0.575806744149171,0.6283247223452987,0.8427345645474829,0.3091465390847255,0.3791217492353929,0.48670584518255294,0.0248630601365482,0.04592191990201779,0.04478682733888375,0.914760132337744,1.0,0.6543056276354262,0.09636177709701169
Hil3,0.09261560874513684,0.21244441473220227,0.2954669803737868,0.5418894650146608,0.5208672809643297,0.5157708773585367,0.6288755558643728,0.024034652234089467,0.036342408483137675,0.030074831221260492,0.56707741210526,0.6543056276354262,1.0,0.09261560874513684
OTU_ID,1.0,0.09645720225998061,0.05865332668716548,0.10845137893318209,0.0634427314733149,0.08223207508951723,0.07456925327513753,0.06440071008214487,0.08805988772557442,0.11129598049620497,0.09293626452606968,0.09636177709701169,0.09261560874513684,1.0
