,ID_Num,Up1,Up2,Up3,Dow1,Dow2,Dow3,Sed1,Sed2,Sed3,Hil1,Hil2,Hil3,OTU_ID
ID_Num,1.0,-0.33546209997140153,-0.2171179176797789,-0.30712136276948493,-0.3932663171571127,-0.39702204220133536,-0.34662859520963035,-0.31111909275919325,-0.30684494434274906,-0.30461809802766815,-0.3235121310841444,-0.3213422942637089,-0.25125929938815156,1.0
Up1,-0.33546209997140153,1.0,0.5990865673572712,0.6642502605225464,0.46539707149388704,0.431399062332609,0.4149511392790908,0.005691936938067735,0.08015928287663676,0.07319613797861024,0.5935929517537726,0.577568660177737,0.597604777907632,-0.33546209997140153
Up2,-0.2171179176797789,0.5990865673572712,1.0,0.6100248560352911,0.3951965098317987,0.32876913022616117,0.37008745857055664,-0.09261809504128232,-0.0037741652976683764,-0.04065293721537616,0.48844164910863386,0.4458377457942102,0.535718738772509,-0.21711791767977892
Up3,-0.30712136276948493,0.6642502605225464,0.6100248560352911,1.0,0.47168962164028994,0.4085042051429005,0.3742683366010605,-0.008328931954630553,0.0649447588675591,0.06244359321026831,0.5761446175504301,0.580533839175524,0.6070575736944338,-0.30712136276948493
Dow1,-0.3932663171571127,0.46539707149388704,0.3951965098317987,0.47168962164028994,1.0,0.6234128460211559,0.5588382913894557,0.0474023069229721,0.057328055171890026,0.05824634197438509,0.4443468728145123,0.39998552340001925,0.44699504708401816,-0.39326631715711263
Dow2,-0.39702204220133536,0.431399062332609,0.32876913022616117,0.4085042051429005,0.6234128460211559,1.0,0.5364216467727089,0.08025864373950607,0.027052705051017673,0.07530584964157241,0.4027186411852846,0.34943232015518416,0.3850638527035553,-0.3970220422013353
Dow3,-0.34662859520963035,0.4149511392790908,0.37008745857055664,0.3742683366010605,0.5588382913894557,0.5364216467727089,1.0,0.08464893712920316,0.04169284785845143,0.058440380677303505,0.4349386225216991,0.2967267326985688,0.3743023164432794,-0.34662859520963035
Sed1,-0.31111909275919325,0.005691936938067735,-0.09261809504128232,-0.008328931954630553,0.0474023069229721,0.08025864373950607,0.08464893712920316,1.0,0.6272071435307066,0.6020834637549736,0.01485918382220425,0.05567385424546224,-0.09885134109119074,-0.31111909275919325
Sed2,-0.30684494434274906,0.08015928287663676,-0.0037741652976683764,0.0649447588675591,0.057328055171890026,0.027052705051017673,0.04169284785845143,0.6272071435307066,1.0,0.6712013668049416,0.10859271111112799,0.15846221823579554,0.0014471422242912447,-0.30684494434274906
Sed3,-0.30461809802766815,0.07319613797861024,-0.04065293721537616,0.06244359321026831,0.05824634197438509,0.07530584964157241,0.058440380677303505,0.6020834637549736,0.6712013668049416,1.0,0.125361678403275,0.15386758181415697,0.001517428648279005,-0.30461809802766815
Hil1,-0.3235121310841444,0.5935929517537726,0.48844164910863386,0.5761446175504301,0.4443468728145123,0.4027186411852846,0.4349386225216991,0.01485918382220425,0.10859271111112799,0.125361678403275,1.0,0.6190394300910942,0.6473874160052845,-0.3235121310841444
Hil2,-0.3213422942637089,0.577568660177737,0.4458377457942102,0.580533839175524,0.39998552340001925,0.34943232015518416,0.2967267326985688,0.05567385424546224,0.15846221823579554,0.15386758181415697,0.6190394300910942,1.0,0.6695310881339572,-0.3213422942637089
Hil3,-0.25125929938815156,0.597604777907632,0.535718738772509,0.6070575736944338,0.44699504708401816,0.3850638527035553,0.3743023164432794,-0.09885134109119074,0.0014471422242912447,0.001517428648279005,0.6473874160052845,0.6695310881339572,1.0,-0.25125929938815156
OTU_ID,1.0,-0.33546209997140153,-0.21711791767977892,-0.30712136276948493,-0.39326631715711263,-0.3970220422013353,-0.34662859520963035,-0.31111909275919325,-0.30684494434274906,-0.30461809802766815,-0.3235121310841444,-0.3213422942637089,-0.25125929938815156,1.0
